code,weight
000028,0.0324550540205834
000065,0.015476870359794448
000099,0.10929727774260668
000301,0.002782271109673197
000333,0.03411542471381236
000404,0.02216610549943876
000415,0.03559676936883026
000425,0.0904064707689156
000498,0.020283018867924336
000521,0.023569023569023465
000537,0.014321295143212755
000538,0.02265376372020523
000552,0.06679511881824027
000581,0.02836090110143137
000589,0.05956112852664586
000612,0.20271242165827577
000680,0.05671062211795174
000683,0.037916254533465435
000690,0.05687444458550209
000708,0.019533822044686375
000729,0.01558497011101612
000777,0.03860354446997042
000848,0.01940133037694
000875,0.03574620196604114
000881,0.036979369404437336
000887,0.031462585034013536
000899,0.06398448860882172
000906,0.010542962572482995
000915,0.01037056484884843
000928,0.04030974859446266
000932,0.027854109417936476
000937,0.04283276450511939
000949,0.18034519196900314
000950,0.002949474224160229
000999,0.05055801063590748
001238,0.020202682758846742
001288,0.04003681546249429
001308,0.053897326471695796
001696,0.02969579913085493
001965,0.036152244331328194
002001,0.014473373711948482
002032,0.014442370508632752
002051,0.024007795889440183
002053,0.061687738900323134
002061,0.009630818619582555
002080,0.01741210036082922
002091,0.0437751707231659
002096,0.016902060662190153
002116,0.0343837713702472
002130,0.0166811360535783
002142,0.008610086100861112
002204,0.008280982295830993
002223,0.020023148148148154
002233,0.013391273501241398
002275,0.02436323366555927
002318,0.023555555555555607
002322,0.004355485954781093
002327,0.004545733767430586
002372,0.017277268942547917
002408,0.022405660377358465
002420,0.05005991212887763
002423,0.02023974982626821
002496,0.010109519797809613
002521,0.03719158200290277
002533,0.022235340417158685
002543,0.04989067779765461
002552,0.09202252463632077
002572,0.02761872684405545
002595,0.051266717407850264
002615,0.010392715901774997
002627,0.04096927304521607
002668,0.08991935483870954
002677,0.029620769717863947
002745,0.029217017050157234
002818,0.013085993672706384
002828,0.06328098897427337
002835,0.10523509021420345
002839,0.0024875621890546734
002900,0.06892366656020439
002922,0.05980171248310057
002948,0.0050515255607193185
002959,0.015645167127055257
002971,0.0019303621842047273
002984,0.027968503937007814
003006,0.01221980074719801
003019,0.010850644075664504
300073,0.08959790209790222
300105,0.07466918714555769
300109,0.02937976060935806
300181,0.009704251386321585
300187,0.02836304700162055
300221,0.05121841155234664
300223,0.006967928145260323
300284,0.1090032491353106
300304,0.021043590294180774
300308,0.03505428197049922
300374,0.07718165332389737
300394,0.04018002134273662
300415,0.04942092651757181
300425,0.04056886227544922
300476,0.017611719200065722
300487,0.044483985765124585
300523,0.0001626915693227297
300573,0.011329337115827919
300590,0.11455534438691915
300623,0.0013480722566729289
300628,0.11888926979773741
300641,0.468385650224215
300690,0.09285474485228246
300693,0.0055831963799274935
300779,0.04937370434173257
300818,0.07751248911091752
300824,0.11222544550352281
300847,0.019030990833696956
300894,0.10303734922249694
300905,0.1929129080538817
300916,0.1970216938350287
300962,0.04869405433783955
300979,0.03645928000940896
301039,0.016192651027610794
301058,0.03238779174147215
301061,0.06445487954267047
301160,0.011986569475131286
301175,0.01882160392798665
301187,0.03370256893707293
301219,0.001148793766545112
301252,0.06847363422098736
301301,0.00893426930440328
301345,0.0711942022467318
301388,0.13033433446648396
301498,0.08266284896206141
301508,0.04115812768240371
301516,0.052938111148576
430718,0.05113493064312753
600000,0.0035045651572441646
600004,0.0019031368946056438
600008,0.016528925619834777
600009,0.00245238139140361
600012,0.038912705516559204
600015,0.012176560121765748
600017,0.011179828734538572
600018,0.0298831184480057
600019,0.029712809301400942
600031,0.039704524469067304
600036,0.005954825462012156
600039,0.006524008350730665
600050,0.0034379028792436645
600060,0.07751046883980629
600064,0.015941269008914443
600088,0.0010822510822511818
603010,0.015253247701065512
603025,0.08681571900105879
603053,0.05539522770465283
