code,weight
000001,0.011930585683297142
000028,0.06446344315844671
000030,0.015246188452886764
000035,0.012332357021735652
000063,0.008168789424076244
000088,0.008994276369582908
000089,0.0055571804621234655
000099,0.18728306624326124
000166,0.015275100103811256
000403,0.01868026339857318
000415,0.03074753173483779
000422,0.034094854523991615
000425,0.004944375772558549
000426,0.0008744406151946639
000429,0.024272469739891823
000513,0.012846673882570048
000521,0.04005524861878448
000524,0.06594040833994645
000552,0.024123251571052145
000581,0.024975805851261797
000650,0.01859189271563546
000682,0.07572016460905338
000683,0.05412900575184887
000685,0.0035220125786162996
000690,0.0037745038353830004
000708,0.020847602739726072
000738,0.03076189777810377
000768,0.037407277705262226
000795,0.005520504731861342
000801,0.09035782573067493
000830,0.009541000515729738
000833,0.009153318077803212
000885,0.007879656160458402
000886,0.031832298136645766
000887,0.0442223067311348
000895,0.013151089767270103
000899,0.11279779198140644
000902,0.026669772317009427
000928,0.02709057452463697
000932,0.032686045109154606
000950,0.016086464748020852
000958,0.007216494845360716
000960,0.018310691080921575
001203,0.006499415052645412
001213,0.008516792543789087
001288,0.003173763554615302
001323,0.002336883466032459
001872,0.004980511043742005
001965,0.0030627871362942953
002001,0.03276041065866869
002003,0.04579883741412714
002008,0.025811971906306633
002014,0.009286128845037905
002019,0.04842473745624266
002020,0.019402604033699162
002023,0.007965975832039446
002025,0.020010550378055495
002028,0.008956059333893205
002043,0.02390950961798969
002048,0.02622716603735085
002053,0.036345336613732966
002057,0.02593406593406589
002061,0.023676880222841284
002064,0.02526948224067861
002078,0.015390534821085046
002085,0.06574716928381717
002086,0.019712306872668933
002102,0.005447470817120714
002111,0.057206068268015366
002120,0.023729759910664547
002126,0.011088974927639468
002130,0.09851632047477751
002139,0.04502318943988572
002142,0.023457324998452656
002145,0.016837136113296437
002226,0.010256410256410074
002231,0.03593260772327421
002233,0.0019274575083230163
002252,0.022209402942024795
002255,0.007577703570511024
002267,0.024325649828347295
002270,0.003175675675675596
002294,0.013457203360885128
002320,0.013414244650271563
002332,0.04586629242153606
002371,0.00314326190897838
002381,0.009668842156152026
002408,0.0043679342240493645
002409,0.05605606804840056
002422,0.009017253308930164
002438,0.04724316682375131
002463,0.0035497182411145752
002468,0.01609067850348787
002496,0.003297609233305856
002526,0.04785949506037321
002590,0.1581291759465478
002597,0.04193682327765199
002601,0.011111854876497962
002605,0.023039379149361917
002635,0.03372939823687235
002653,0.008712367067751765
002697,0.004036836129683251
002737,0.03418109896797412
002749,0.018961143009747678
002773,0.04307094710385019
002788,0.02484921592279871
002807,0.00534390622306509
002831,0.012619060431577183
002837,0.046974024814781724
002839,0.007400098667982302
002870,0.010476353373813321
002880,0.01950769667305103
002883,0.031088082901554293
002895,0.033431593549506006
002899,0.020994762131509512
002906,0.003209783983880845
002927,0.05649573086558615
002938,0.026841372632088672
002947,0.06967530184034691
002948,0.00240096038415353
002958,0.010009765625000036
002965,0.031587057010785916
002966,0.019609639879043503
002999,0.04518724852986675
003019,0.04712850165609372
003029,0.04919340849956639
003816,0.010253123998718297
300001,0.00868782665882119
300002,0.00996677740863766
300017,0.021420273017717168
300048,0.0014531043593130938
300050,0.07082664526484732
300100,0.06233219650243088
300107,0.05279090372120495
300109,0.0013347316236056196
300130,0.020007757450384456
300160,0.00813323005422167
300193,0.025656173516752454
300196,0.04259700147995618
300199,0.05934460398332548
300218,0.009212018140589624
300221,0.004701859371660663
300349,0.04069494443574877
300350,0.024148851939825786
300384,0.011073592213725466
300401,0.028884964682139268
300424,0.05431134435833303
300428,0.025658883472013398
300442,0.027517272489850034
300445,0.025665471741285806
300470,0.019706613834675254
300476,0.06723678016632663
300484,0.08470112401824767
300498,0.006469402905928512
300502,0.03492399736638725
300505,0.07999386628501354
300542,0.06606710480802501
300570,0.07079014504130039
300573,0.02901712923709966
