code,weight
300580,0.04268292682926838
300590,0.04590794375676024
300627,0.056241392878221455
300633,0.036270353083692294
300636,0.09306582704840008
300644,0.057656414834050124
300661,0.060664825783605006
300677,0.024087912087912167
300679,0.02159096562360087
300690,0.07261798183910988
300711,0.3097650449820944
300732,0.09502103786816263
300760,0.016089266993625548
300775,0.04068047337278106
300790,0.012515324887617267
300824,0.00930196201047439
300827,0.023232450081627543
300843,0.03983530622748332
300847,0.05306945669986114
300859,0.01772069228257328
300871,0.002453871926761468
300872,0.008626887131559876
300893,0.01078963645110302
300900,0.10472721867102712
300905,0.22568836543052684
300910,0.05734714003944793
300926,0.028831028572770378
300938,0.021223272003978194
300950,0.01823691758212018
300953,0.026098243448840874
300969,0.022698457420582158
300989,0.13789704271631986
301000,0.09569558968151906
301003,0.010049799004019892
301039,0.03909492569286399
301058,0.06999316473000695
301062,0.014536041417761927
301077,0.09416460748907032
301087,0.006382107770169759
301091,0.07506626277925038
301109,0.009703458948513159
301130,0.01210504142676588
301136,0.07069679575673914
301179,0.03952948459990694
301193,0.032547739050187985
301199,0.04996289883749701
301219,0.06203619420830957
301252,0.0011010942123736084
301283,0.03217838456874673
301286,0.015112300403579342
301301,0.002476298287817
301303,0.016989238834798342
301308,0.04635186355022121
301332,0.0521771771771771
301366,0.015457078413161653
301373,0.008698188761303556
301395,0.00670138102784682
301486,0.07861076182630182
301505,0.1260514627428601
301508,0.05372175454142689
301518,0.0623864532272991
301548,0.015935914248246797
301550,0.10017432991937257
600000,0.007679648930334742
600004,0.009367681498829048
600008,0.002096436058699978
600009,0.005715541877335634
600015,0.019408778739922482
600018,0.004228329809725162
600019,0.030764807360551972
600028,0.0027666769136180302
600035,0.005058018446890645
600036,0.020259614218124448
600038,0.061907905594982694
600050,0.012058448006809473
600055,0.018774838974921264
600057,0.007955758222566956
600062,0.026091449237922896
600064,0.0009322560596645613
600096,0.018727705112960766
600125,0.007638809713829583
603017,0.2500365764447695
603053,0.004738703864379553
603055,0.0009162303664920457
603056,0.027910031193564267
603067,0.06752670832493447
603107,0.06159095609016334
603111,0.03599776411403009
603112,0.04171216422799745
603119,0.009100370953537289
603173,0.04957763475462612
603201,0.010392960097102008
603209,0.03820162736174323
603219,0.016526597492840096
603235,0.06536821867424575
603239,0.009391693951404444
603277,0.012311997201818954
603279,0.059398935679350305
603291,0.041485675240372735
603303,0.053253200940684524
603308,0.05740030865734055
603309,0.07547169811320759
603351,0.04089462570264408
603367,0.02572800563901492
603393,0.010495304732093499
603500,0.05444471211756214
603519,0.019499048826886384
603535,0.0294014547366577
603565,0.038900634249471495
603588,0.026017624842635267
603650,0.07748479712890054
603699,0.019156653819995723
603706,0.023843315356230507
603728,0.03512554863733792
603733,0.013698630136986212
603757,0.03515222826886308
603786,0.05794157477268332
603809,0.010269932690305995
603858,0.010071255125194065
603871,0.018597735927800025
603897,0.013938400114073803
603927,0.01800968629073484
603929,0.11284403669724768
603967,0.027243698620830387
603968,0.016757922681267624
603970,0.025774336283185904
603986,0.03985242548217421
603993,0.008970621215518983
603995,0.045410478147903895
603998,0.037530562347188365
605008,0.022830161125444205
605009,0.07385380800975272
605016,0.011360965290292216
605099,0.004985137478325642
605116,0.03750552852720015
605183,0.06940700808625333
605198,0.0544427406988945
605376,0.006905949026044266
605499,0.023532720795049693
605507,0.01364285114599939
605555,0.03845743735560673
688018,0.045885359721999655
688027,0.020047259991129118
688062,0.008764506769825892
688085,0.05603797614912585
688087,0.04204559768232785
688092,0.045376816904849286
688116,0.02636938018902402
688128,0.008922443376801578
688150,0.003127777960688732
688183,0.03452667327012874
688188,0.029890192870402444
688191,0.05225239810579999
688257,0.00743360875452506
688267,0.0003871842028846516
688281,0.04993614025129073
688297,0.04348972988182341
688300,0.019635008599273734
688321,0.028918336706051165
688375,0.028102403752198527
688443,0.02589042054439852
688498,0.05090679168465859
688506,0.0382879518586488
688510,0.057057624046522065
688522,0.0671963990446445
688563,0.004246103682795374
688568,0.04364956183289958
688606,0.0697892780896656
688617,0.027975666431992795
688631,0.16057110966421734
688648,0.04268336920509779
688777,0.023342495718623627
688819,0.0060846379982223715
689009,0.049718387631142925
